x,y,x_unit,y_unit,source_pmid,fig_ref,series,digitization_tool,date
25.7937,90.3448,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
26.0806,90.3448,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
26.3707,90.3448,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
26.9606,90.7586,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
27.2604,90.7586,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
27.5636,90.7586,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
27.8702,90.7586,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
28.1802,90.7586,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
28.4936,91.1724,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
28.8105,91.1724,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
29.131,91.1724,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
29.455,91.1724,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
29.7826,91.1724,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
30.4487,91.5862,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
30.7874,91.5862,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
31.1298,91.5862,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
31.4761,91.5862,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
31.8262,91.5862,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
32.1801,92,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
32.538,92,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
32.8999,92,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
33.2659,92,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
33.6359,92,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
34.3882,92.4138,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
34.7707,92.4138,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
35.1574,92.4138,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
35.5485,92.4138,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
35.9438,92.4138,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
36.3436,92.8276,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
36.7478,92.8276,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
37.1566,92.8276,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
37.5698,92.8276,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
37.9877,92.8276,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
38.4102,92.8276,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
38.8374,93.2414,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
39.2694,93.2414,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
39.7061,93.2414,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
40.1478,93.2414,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
40.5943,93.6552,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
41.0458,93.6552,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
41.5023,93.6552,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
41.9639,93.6552,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
42.9026,94.069,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
43.3797,94.069,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
43.8622,94.069,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
44.8433,94.4828,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
45.3421,94.4828,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
45.8464,94.4828,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
46.3563,94.4828,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
46.8719,94.8966,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
47.3932,94.8966,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
47.9203,94.8966,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
48.4533,95.3103,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
48.9922,95.3103,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
49.5371,95.3103,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
50.0881,95.3103,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
50.6452,95.7241,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
51.2085,95.7241,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
51.778,95.7241,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
52.3539,96.1379,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
52.9362,96.1379,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
53.525,96.1379,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
54.1203,96.5517,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
54.7223,96.5517,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
55.3309,96.5517,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
55.9463,96.9655,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
56.5685,96.9655,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
57.1977,96.9655,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
57.8339,97.3793,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
58.4771,97.3793,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
59.1275,97.7931,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
59.7852,97.7931,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
60.4501,97.7931,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
61.1224,98.2069,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
61.8023,98.2069,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
62.4896,98.2069,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
72.1532,101.103,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
72.9557,101.103,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
73.7672,101.517,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
74.5876,101.517,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
75.4172,101.931,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
76.256,101.931,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
77.1041,102.345,mmol/day,mmHg,28556624,Fig 1a,SP-N_0.5,digitize_figure.py,2026-06-25
