x,y,x_unit,y_unit,source_pmid,fig_ref,series,digitization_tool,date
31.4761,73.5172,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
31.8262,67.4483,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
32.1801,67.4483,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
32.538,67.4483,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
32.8999,76.5517,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
33.2659,74.2759,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
33.6359,68.9655,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
34.01,68.9655,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
34.3882,75.0345,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
34.7707,75.0345,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
35.1574,69.7241,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
35.5485,69.7241,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
35.9438,70.4828,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
36.3436,70.4828,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
37.1566,71.2414,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
37.5698,71.2414,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
37.9877,78.069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
38.4102,77.3103,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
38.8374,72,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
39.2694,72.7586,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
39.7061,72.7586,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
40.1478,73.5172,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
40.5943,73.5172,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
41.0458,74.2759,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
41.5023,74.2759,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
41.9639,75.0345,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
42.4306,75.0345,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
42.9026,75.0345,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
43.3797,75.7931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
43.8622,79.5862,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
44.3501,81.1034,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
44.8433,76.5517,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
45.3421,77.3103,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
45.8464,81.8621,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
46.3563,81.8621,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
46.8719,78.069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
47.3932,78.8276,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
47.9203,82.6207,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
48.4533,82.6207,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
48.9922,79.5862,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
49.5371,80.3448,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
50.0881,84.1379,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
50.6452,84.1379,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
51.2085,81.8621,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
51.778,81.8621,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
52.3539,85.6552,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
52.9362,85.6552,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
53.525,83.3793,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
54.1203,83.3793,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
54.7223,84.1379,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
55.3309,86.4138,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
55.9463,84.8966,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
56.5685,85.6552,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
57.1977,85.6552,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
57.8339,87.931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
58.4771,86.4138,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
59.1275,87.1724,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
59.7852,87.1724,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
60.4501,87.931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
61.1224,88.6897,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
61.8023,88.6897,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
62.4896,90.2069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
63.1847,90.2069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
63.8874,90.2069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
64.598,90.2069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
65.3165,90.9655,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
70.5746,94.7586,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
71.3595,94.7586,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
72.1532,94.7586,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
72.9557,95.5172,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
73.7672,96.2759,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
74.5876,96.2759,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
75.4172,97.0345,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
76.256,97.7931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
77.1041,97.7931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
77.9617,98.5517,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
78.8288,99.3103,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
79.7056,99.3103,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
80.5921,100.069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
81.4885,100.828,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
82.3948,100.828,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
83.3112,102.345,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
84.2378,99.3103,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
85.1747,103.103,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
86.1221,103.862,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
87.0799,100.828,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
88.0485,100.828,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
89.0278,105.379,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
90.018,106.897,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
91.0192,106.897,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
92.0315,107.655,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
93.0551,108.414,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
94.0901,103.862,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
95.1366,109.931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
96.1947,110.69,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
97.2646,105.379,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
98.3464,112.207,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
99.4402,112.966,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
100.546,106.897,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
101.665,114.483,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
102.795,116,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
103.939,111.448,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
105.095,117.517,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
106.264,117.517,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
107.445,112.966,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
108.64,119.793,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
109.849,120.552,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
111.071,115.241,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
112.306,122.069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
113.555,116.759,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
114.818,113.724,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
116.095,125.103,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
117.386,126.621,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
118.692,126.621,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
120.012,116.759,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
121.347,121.31,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
122.696,129.655,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
124.061,122.828,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
125.441,132.69,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
126.836,120.552,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
128.247,134.207,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
129.673,135.724,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
131.115,126.621,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
132.574,137.241,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
134.048,123.586,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
135.539,140.276,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
137.047,125.103,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
138.571,131.172,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
140.112,143.31,mmol/day,mL/min,28556624,Fig 1b,SP-N_0,digitize_figure.py,2026-06-25
22.8388,75.0345,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
23.0929,75.0345,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
23.3497,75.7931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
23.6094,75.7931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
23.872,75.7931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
24.1375,75.7931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
24.6774,76.5517,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
24.9519,76.5517,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
25.2294,76.5517,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
25.51,76.5517,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
25.7937,77.3103,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
26.0806,77.3103,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
26.3707,77.3103,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
26.664,77.3103,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
27.2604,78.069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
27.5636,78.069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
27.8702,78.069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
28.1802,78.069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
28.4936,78.8276,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
28.8105,78.8276,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
29.131,78.8276,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
29.455,78.8276,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
30.1138,79.5862,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
30.4487,79.5862,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
30.7874,79.5862,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
31.1298,79.5862,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
31.4761,80.3448,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
31.8262,80.3448,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
32.1801,80.3448,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
32.538,80.3448,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
33.2659,81.1034,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
33.6359,81.1034,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
34.01,81.1034,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
34.3882,81.1034,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
34.7707,81.8621,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
35.1574,81.8621,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
35.5485,81.8621,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
35.9438,81.8621,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
36.3436,81.8621,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
36.7478,82.6207,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
37.1566,82.6207,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
37.5698,82.6207,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
37.9877,82.6207,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
38.4102,83.3793,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
38.8374,83.3793,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
39.2694,83.3793,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
39.7061,83.3793,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
40.5943,84.1379,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
41.0458,84.1379,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
41.5023,84.1379,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
41.9639,84.1379,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
42.4306,84.8966,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
42.9026,84.8966,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
43.3797,84.8966,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
43.8622,84.8966,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
44.3501,85.6552,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
44.8433,85.6552,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
45.3421,85.6552,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
45.8464,85.6552,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
46.3563,86.4138,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
46.8719,86.4138,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
47.3932,86.4138,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
47.9203,86.4138,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
48.4533,87.1724,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
48.9922,87.1724,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
49.5371,87.1724,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
50.0881,87.1724,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
50.6452,87.931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
51.2085,87.931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
51.778,87.931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
52.3539,87.931,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
52.9362,88.6897,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
53.525,88.6897,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
54.1203,88.6897,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
54.7223,88.6897,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
55.3309,89.4483,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
55.9463,89.4483,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
56.5685,89.4483,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
57.1977,89.4483,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
57.8339,90.2069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
58.4771,90.2069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
59.1275,90.2069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
59.7852,90.2069,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
75.4172,94.7586,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
76.256,94.7586,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
77.1041,94.7586,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
77.9617,95.5172,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
78.8288,95.5172,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
79.7056,95.5172,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
80.5921,95.5172,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
82.3948,96.2759,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
83.3112,96.2759,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
84.2378,96.2759,mmol/day,mL/min,28556624,Fig 1b,SP-N_0.5,digitize_figure.py,2026-06-25
